text,rating,label,clean_text,text_length
Sangat komplit dan menarik berdasar fakta,5,positive,komplit tarik dasar fakta,25
"trims twitter, pacaran virtual isn't really that bad",5,positive,trims twitter pacar virtual isn t really that bad,49
Oke buat informasi,5,positive,oke informasi,13
"Cukup bagus, tolong di buat makin asyik,,buat tmn"" coba dech,,,",5,positive,bagus tolong asyik tmn coba dech,32
Cuakss Twitter sekarang banyak SJW fakkk,5,positive,cuakss twitter sjw fakk,23
auto refresh nya mengganggu,3,neutral,auto refresh nya ganggu,23
Lumayan bisa jadi seleb..hehe,4,positive,lumayan seleb hehe,18
Lebih up date disini ketibang di sono,5,positive,up date ketibang sono,21
Sejauh ini aku benar-benar suka semua fitur terbaru di Twitter. The best pokoknya! Thank you so much Twitter. Nanti kalau ada kekurangan gtu aku kasih saran lagi :),5,positive,suka fitur baru twitter the best pokok thank you so much twitter kurang gtu kasih saran,87
Tambah pengetauan di dunia,5,positive,tau dunia,9
"Aku punya 2 akun twitter, tapi kenapa salah satunya tidak bisa menampilkan tweet dari orang2 di beranda? Sehingga melihat tweet terbaru dan beranda pada akhirnya sama saja. . Namun hal ini tidak dialami oleh akunku satunya, normal2 saja",5,positive,akun twitter salah satu tampil tweet orang beranda tweet baru beranda alami akun satu normal,92
Informasi up to date banget,5,positive,informasi up to date banget,27
"om/tante maaf KAPAN ADA FITUR TLP SAMA VN SAMA REPLAY CHAT NYA????? aku capek nunggu t_____t huhu gamau tampilan baru, mau nya ada fitur itu aja",3,neutral,om tante maaf fitur tlp vn replay chat nya capek nunggu t t huhu gamau tampil nya fitur aja,91
"Mohon di perbaiki lagi, ini akun saya ke riset dan bahasa nya jadi Jerman, mohon untuk di perbaiki",2,negative,mohon baik akun riset bahasa nya jerman mohon baik,50
Lumayan lah cuman masih ada bug kalo lagi scroll malah balik lagi ke atas,3,neutral,lumayan cuman bug kalo scroll,29
"Twitter tetap oye, apo pun kejadiannya tengok d sini.",4,positive,twitter oye apo jadi tengok d,29
Cool intresting an value,5,positive,cool intresting an value,24
Update twitter nya lama,4,positive,update twitter nya,18
Mau msk susah bet gabisa bisa,1,negative,msk susah bet gabisa,20
"Jelek,jadi lambat DM NYa,,selalu menghilang sebdiri",2,negative,jelek lambat dm nya hilang sebdiri,34
plis napa si ga busa buat bukaaaa,1,negative,plis napa si ga busa bukaa,26
Sex,5,positive,sex,3
"Gak bisa login , diminta verifikasi no tlp tapi tidak ada kode yang dikirm. Payahh !!",1,negative,gak login verifikasi no tlp kode dikirm payahh,46
"Ini, ngeupdate gak selesai², ngulang terus dari tadi",3,neutral,ngeupdate gak selesai ngulang,29
Aflikasinya paling baik sekali buat menghubungi teman2 yg uda berteman,5,positive,aflikasinya hubung teman yg uda teman,37
Bacot tolol apk apaan gua gbisa daftar sama sekali,1,negative,bacot tolol apk gua gbisa daftar,32
Makin ribet dan ga jelas.,1,negative,ribet ga,8
aq lg sumpek krn blm dapt krj an,1,negative,aq lg sumpek krn blm dapt krj an,32
Aku bisa mengetahui ilmu di twitter ini,5,positive,ilmu twitter,12
Ga bisa edit profila smaa sekali malah di bilang ga bisa ubah data harap twitter benerin bug segera,1,negative,ga edit profila smaa bilang ga ubah data harap twitter benerin bug,66
Gak bisa login cok,1,negative,gak login cok,13
"Update mulu, tapi bug ga hilang2 Herce gw mah Sekarang ditambah sama ga ada notif dm masuk Tolonglah benerin dulu bug nya",4,positive,update mulu bug ga hilang herce gw mah tambah ga notif dm masuk tolong benerin bug nya,86
knpa ga bsa verifikasi nomor ? nomr verivikasi tdk pernah terkirim,3,neutral,knpa ga bsa verifikasi nomor nomr verivikasi tdk kirim,54
can you make a log out button so it's easy when exiting the application,5,positive,can you make a log out button so it s easy when exiting the application,71
masa jadi aga aneh bentuknya trs lama kalo mau milih twt circle,4,positive,aga aneh bentuk trs kalo milih twt circle,41
"Kenapa saya daftar melalui nomor hanphone, ada bacaan ""saat ini kami tidak dapat mendaftarkan nomor ponsel ini""",1,negative,daftar nomor hanphone baca daftar nomor ponsel,46
Blm bisa ksh bintang 5 mw proses mncoba dowloand,1,negative,blm ksh bintang mw proses mncoba dowloand,41
mantap sangat mrmbantu,5,positive,mantap mrmbantu,15
Sipsip,5,positive,sipsip,6
"Aplikasinya jelex lelet banget, Vidio kecil aja gak bisa di putar, apa lagi Vidio besar, Vidio kaya gambar di tunggu setahun pun gak mutar mutar,",1,negative,aplikasi jelex lelet banget vidio aja gak putar vidio vidio kaya gambar tunggu tahun gak mutar mutar,100
Bagus cerah indah dan menarik serta memberikan kepuasan....,5,positive,bagus cerah indah tarik puas,28
"Setelah update malah lemot dan tidak bisa nntn video, padahal buka sosmed lain lancar dan kecepatan internet 10mbps",1,negative,update lot nntn video buka sosmed lancar cepat internet mbps,60
"Gabisa login, padahal password sama no hp udah bener",1,negative,gabisa login password no hp udah bener,38
Aplikasi kaya bagong g jls,1,negative,aplikasi kaya bagong g jls,26
Gak bisa masuk akunnya padahal udah berkali-kali coba saya kasih bintang 1 trus pas kode Verifikasi suaranya kecil saya kecewa dengan twitter,1,negative,gak masuk akun udah kali kali coba kasih bintang trus pas kode verifikasi suara kecewa twitter,94
Terima kasih. Aplikasinya sangat bagus nggk ngelag.,5,positive,terima kasih aplikasi bagus nggk ngelag,39
Lmbat lodingnya,5,positive,lmbat lodingnya,15
Twitter ini gak bagus kek apk sampah,1,negative,twitter gak bagus kek apk sampah,32
"Newest update is very annoying, when i hv to open DM text",1,negative,newest update is very annoying when i hv to open dm text,56
Sangat buruk anjjjji gw mau daftar ga bisa² !!!!,1,negative,buruk anjji gw daftar ga bisa,29
The best for information 99 acuration,3,neutral,the best for information acuration,34
DM nya gk bisa dibuka setelah update,1,negative,dm nya gk buka update,21
"Kok jelek amat disaat lagi nonton vidio sering "" berhenti .",3,neutral,jelek saat nonton vidio henti,29
Saat lupa pasword knp tidak bisa mengirimkan kode Verifikasi lewat e-mail? Kalo lewat no HP bisa saja nomornya sdh tidak aktif. Tolong bisa diperbaiki lagi pengiriman kode bisa melalui e-mail,1,negative,lupa pasword knp kirim kode verifikasi e mail kalo no hp nomor sdh aktif tolong baik kirim kode e mail,102
Amazing social media... it's called Twitter 😂😂,5,positive,amazing social media it s called twitter,40
Aplikasi nay bagus,5,positive,aplikasi nay bagus,18
Ini kenapa mau buat akun kok nomer nya salah malah ada tulisan periksa koneksi anda gw pake WiFi ml pubg lancar lancar aja,1,negative,akun nomer nya salah tulis periksa koneksi gw pake wifi ml pubg lancar lancar aja,81
Sangat bagus kualitas ny,5,positive,bagus kualitas ny,17
"bintang tiga dulu, notif yg sudah dibuka sering muncul lagi, dm belum dibuka tapi kebuka sendiri dan versi terbaru dm sering ngebug dan lemot.",3,neutral,bintang notif yg buka muncul dm buka buka versi baru dm ngebug lot,66
Ya good,4,positive,ya good,7
nice.. Bisa liat beribaru dari seluruh penjuru dunia wkwk,5,positive,nice liat beribaru penjuru dunia wkwk,37
freedom is everything,5,positive,freedom is everything,21
Kerajinan,5,positive,rajin,5
semenjak anak saya menggunakan apk twitter ini selalu boros tisu,1,negative,semenjak anak apk twitter boros tisu,36
Jajanan di Solo murah-murah,5,positive,jajan solo murah murah,22
Menurut saya apk ini membantu untuk mengembangkan minat saya dalam menulis✨,4,positive,apk bantu kembang minat tulis,29
"Pas aku ganti hp, login lagi,, Kenapa pas verifikasi email kode nya pas dimasukkan error kadaluarsa, semenjak udpate,, payah",1,negative,pas ganti hp login pas verifikasi email kode nya pas masuk error kadaluarsa semenjak udpate payah,97
"Bikin dongkol,suka menerjemahkan yang tidak perlu,, tulisan sudah bahasa Indonesia masih di terjemahkan ke bahasa Indonesia lagi,, bikin susah mau bikin bio atau nge-tweet hasil tulisan nya akan berbeda karena terjemahan otomatis Twitter..Satu lagi tulisan'MENCIAK'kenapa ngga di ganti saja jadi 'Twit'atau'Cuit' kan kedengarannya lebih enak.menciak itu kedengarannya seperti orang lagi main silat,,Ciaaaaaaaaaaaaakkk.",5,positive,bikin dongkol suka terjemah tulis bahasa indonesia terjemah bahasa indonesia bikin susah bikin bio nge tweet hasil tulis nya beda terjemah otomatis twitter tulis ciak ngga ganti twit cuit dengar enak ciak dengar orang main silat ciaakk,235
"Sampai saat ini saya menggunakan Twitter belum ada hambatan,lancar lancar aja",4,positive,twitter hambat lancar lancar aja,32
Min nomer sya tidak bisa diverifikasi,1,negative,min nomer sya verifikasi,24
"BIAR DAPAT HARGA MURAH,GUNAKAN KODE REFERAL:REGISMD",5,positive,biar harga murah kode referal regismd,37
"Bagus karena bisa mendapatkan berita dan situasi terkini baik didalam negri maupun internssional,juga jd tempat menambah teman dan relasi...keren",5,positive,bagus berita situasi kini dalam negri internssional jd tambah teman relasi keren,80
dear Twitter my app keep crashed after i use new update of Twitter please fix it soon cause i dont like it,1,negative,dear twitter my app keep crashed after i use new update of twitter please fix it soon cause i dont like it,106
Bagus bisa mengetahui informasi publik,5,positive,bagus informasi publik,22
Puyeng ini chat apa iklan produk .banyak bgt gile,1,negative,puyeng chat iklan produk bgt gile,33
Et jelek jelek,1,negative,et jelek jelek,14
Yang peting ada bokep nya,5,positive,peting bokep nya,16
Aku gile lah,5,positive,gile,4
"Dasar twit3r jaman sekarang,masa pas aku ganti username (gw malah ngasih nama mama sy)tidak bisa,tidak bisa logout,tdak bisa vertivikasi nomor telpon untuk akun ke 2 sy dan tidak bisa menggantikan profilnya bodoh,kembalikan twiter dulu kalau tidak aku report lu",1,negative,dasar twitr jaman pas ganti username gw ngasih nama mama sy logout tdak vertivikasi nomor telpon akun sy ganti profil bodoh kembali twiter report lu,148
"mau login ulng, code nya ga masuk masuk",1,negative,login ulng code nya ga masuk masuk,34
Ini kenapa saya gak bisa daftar ulang,1,negative,gak daftar ulang,16
Tolong saya mau daftar ko g bisa gituh,5,positive,tolong daftar ko g gituh,24
"Gila kali ya aplksi ini,masa mau daftar pas masukin nomer hp tidak bisa,,kok saya sulit daftarin nomer hp",1,negative,gila kali ya aplksi daftar pas masukin nomer hp sulit daftarin nomer hp,71
Bisa update banyak info-info menarik disini,5,positive,update info info tarik,22
Kon- Ci,5,positive,kon ci,6
"males bngt sama twiter, pas bikin akun knapa ga bisa coba, udah cantumin no telpon tapi slalu ada bacaan ""no ponsel tidak dapat di cantumkan"" kek tolol ajg lama² kesel",1,negative,males bngt twiter pas bikin akun knapa ga coba udah cantumin no telpon slalu baca no ponsel cantum kek tolol ajg lama kesel,123
"Baru update mutar video jadi lemot loading mulu, padahal wifi/paketan data lancar. Tolong diperbaiki!",1,negative,update mutar video lot loading mulu wifi paket data lancar tolong baik,70
Masa pas buka DM loading terus sama nge-bug. Freezing juga DM nya gabisa ngetik apa2. Heran sejak pembaruan ada aja kendalanya.,1,negative,pas buka dm loading nge bug freezing dm nya gabisa ngetik heran baru aja kendala,80
Saya masih setia dgn aplikasi ini,5,positive,setia dgn aplikasi,18
Mantap... Suka cerita video & foto di twitter.,5,positive,mantap suka cerita video foto twitter,37
Telat respon saat bikin akun membuat pengguna kesal tolong diperbaiki secepatnya karena saya ingin buat akun sudah beli pulsa malah tidak ada tanggapan tolong perbaiki,1,negative,telat respon bikin akun guna kesal tolong baik cepat akun beli pulsa tanggap tolong baik,88
Video sering susah diputar padahal jaringan full,1,negative,video susah putar jaring full,29
"Makin lemot!!!!!! Please perbaikin app nya, ini lemot banget loh, foto aja load nya lama bgt",1,negative,lot please perbaikin app nya lot banget loh foto aja load nya bgt,65
"Pas buat akun kenapa saat memverifikasi no.Hp tdk muncul kode, apakah itu bug/apa? Tolong segera diperbaiki!",1,negative,pas akun verifikasi no hp tdk muncul kode bug tolong baik,57
Aplikasinya bagus saya bisa cepat tahu dan update tentang berita dan yang sedang trending topik terima kasih twiter,5,positive,aplikasi bagus cepat update berita trending topik terima kasih twiter,69
Habis update malah gak bisa buka dm. Dm nya load banget😡😡,1,negative,habis update gak buka dm dm nya load banget,43
Tidak bisa daftar akun. Sms ga masuk2,1,negative,daftar akun sms ga masuk,24
Fast to knows information,5,positive,fast to knows information,25
Knapa semenjak diupgrade koj malah jadi lemot..?? Sebumnya bagus cukup direfresh muncul semua tweet baru ditimeline nah sekarang malah stuck sirefresh berkali2pun tetap aja gak bisa harus logout dulu br bs muncul tp setelah beberapa lama kambuh lagi penyakit stucknya gak ba refresh tweet2 baru.... Tolong jd perhatian seharusnya pembaharuan itu mempermudah bukan malah mempersulit dan menghambat... terima kasih...,5,positive,knapa semenjak diupgrade koj lot sebum bagus direfresh muncul tweet ditimeline stuck sirefresh kali aja gak logout br bs muncul tp kambuh sakit stucknya gak ba refresh tweet tolong jd perhati baharu mudah sulit hambat terima kasih,230
Aplikasinya kek kontoll,1,negative,aplikasi kek kontoll,20
Cukup bagus..tapi warganya banyak yg murahan,5,positive,bagus warga yg murah,20
Banned twitter,1,negative,banned twitter,14
Info detail dan menarik,5,positive,info detail tarik,17
Sgini dlu deh bntang ny,3,neutral,sgini dlu deh bntang ny,23
Berita yg akurat apalagi di bandingkan pertelevisian INDONESIA,5,positive,berita yg akurat banding televisi indonesia,43
I can't update this app. IDK why,1,negative,i can t update this app idk why,31
Enjoy aja,5,positive,enjoy aja,9
Cukup baik dan cukup kaya fitur,4,positive,kaya fitur,10
"Woiii jgn mentang2 lu sering dikunjungi, malah ngelunjak skrang makin lemot yah😐, hrusnya makin lancar ini bkin emosi mulu bisanya heran gua",1,negative,woii jgn mentang lu kunjung ngelunjak skrang lot yah hrusnya lancar bkin emosi mulu bisa heran gua,98
tambah ilmu pengetahuan.,5,positive,ilmu tahu,9
"Permisi Min, Mengapa yh setiap kali aku mau daftar atau buat akun di aplikasi Twitter selalu saja gagal padahal aku sudah pakai email dengan benar dan menggunakan nomor telepon yang benar dan masih aktif ketika memakai nomor telepon kode yang dikirimkan sangatlah lama ataupun sama sekali tidak masuk kedalam SMS saya Semoga cepet di perbaiki lagi",1,negative,permisi min yh kali daftar akun aplikasi twitter gagal pakai email nomor telepon aktif pakai nomor telepon kode kirim masuk dalam sms moga cepet baik,149
"Twiter gajelas Mau daftar aja susah amat kesel lama lama liat nya,minta ini itu di turuti malah eror Semoga apk mu di hapus dari playstore ya ,,,aamiin",1,negative,twiter gajelas daftar aja susah kesel liat nya turut eror moga apk mu hapus playstore ya aamiin,95
"Suck, repot banget. Mau login aja nunggu sms, itu pula kalau cepet dan kekirim. Pesannya gaada, sama sekali. Ancur ini mah",1,negative,suck repot banget login aja nunggu sms cepet kirim pesan gaada ancur mah,72
kok dm saya ngak bisa di lihat??,4,positive,dm ngak lihat,13
Di bagian dm knpa gak ada tulisan pesan nya ya,3,neutral,dm knpa gak tulis pesan nya ya,30
Berwarna beritanya,5,positive,warna berita,12
"Jelek ver baru ga busa copas chat, mana belum di baca udah kebukak lagi dm nya, apa lagi fitur yg ngetik sendiri, keliatan orng ngetik lama padahal ga lagi ngetk",1,negative,jelek ver ga busa copas chat baca udah kebukak dm nya fitur yg ngetik liat orng ngetik ga ngetk,95
Jeelek,1,negative,jeelek,6
"Kurang puas,otp pake ingris mana gak bisa inggris lagi",1,negative,puas otp pake ingris gak inggris,32
Akun w kok ditangguhkan dah,1,negative,akun w tangguh dah,18
Mau daftar aja susah tidak dapat menerima kode verifikasi apk apaan ini?,1,negative,daftar aja susah terima kode verifikasi apk,43
sdh lama twitterku ga aktif,5,positive,sdh twitterku ga aktif,22
"Gk nerima kode verifikasi, padahal nomor belum buat akun tapu udah gk bisa di pake, #TWITTERKAYAKAJG",1,negative,gk nerima kode verifikasi nomor akun tapu udah gk pake,54
"sudah bagus, lebih ditingkatkan lagi fitur & performa.",5,positive,bagus tingkat fitur performa,28
Semenjak update jd lebih lambat,2,negative,semenjak update jd lambat,25
Ya gitu deh,1,negative,ya gitu deh,11
Mantap dan akurat,5,positive,mantap akurat,13
Twitter sekarang malah jadi sangat lemot pas mau buka video,1,negative,twitter lot pas buka video,26
Pikir pakë otak lu,1,negative,pikir pak otak lu,17
Ok top apl Twitter,5,positive,ok top apl twitter,18
Afahiyh,5,positive,afahiyh,7
Saya kira jaringan yang bermasalah test di aplikasi lain lancar kok ternyata emang abis update parah,1,negative,jaring masalah test aplikasi lancar emang abis update parah,59
Bagusses,5,positive,bagusses,8
"Ga paham lagi, orang orang model kaya gitu ternyata ada. Gara gara Twitter saya harus konsultasi ke Psikiater dan Ustadz.",1,negative,ga paham orang orang model kaya gitu gara gara twitter konsultasi psikiater ustadz,82
Lumayan bisa ntn porno wk,4,positive,lumayan ntn porno wk,20
Mantap loh,5,positive,mantap loh,10
Menghibur bgt,5,positive,hibur bgt,9
Aplikasi pepek ngak bisa login anjeng,1,negative,aplikasi pepek ngak login anjeng,32
Lemot banget. Nunggu loading gambar dan video pendek aja lama banget. Padahal pas buka aplikasi lain nggak lemot.,1,negative,lot banget nunggu loading gambar video pendek aja banget pas buka aplikasi nggak lot,84
Bisa liat bkp awogwogwog,5,positive,liat bkp awogwogwog,19
Jaringan lancar kok liat video ngadat2,1,negative,jaring lancar liat video ngadat,31
Mau verifikasi malah gk muncul-muncul no nya,1,negative,verifikasi gk muncul muncul no nya,34
Jayalah negeriku NKRI merdeka!!!,5,positive,jaya negeri nkri merdeka,24
"Banyak informasi update di aplikasi ini,saya sangat suka membacanya,semuanya ada.",5,positive,informasi update aplikasi suka baca,35
buruk anjinv kode ga masuk,1,negative,buruk anjinv kode ga masuk,26
Sangat mudah menjangkau seluruh dunia.,5,positive,mudah jangkau dunia,19
Bagus bisa buat nonton mwhehe,5,positive,bagus nonton mwhehe,19
Update terbaru kirain aku aja yg gangguan video sering ga muncul dan berat... Please kembali kayak yg dulu,1,negative,update baru kirain aja yg ganggu video ga muncul berat please kayak yg,70
Bagusssssssssssssss tapi elek,1,negative,baguss elek,11
Luar bisasa aplikasi ini,5,positive,bisasa aplikasi,15
t4i gk bisa otp mulu bgsd benerin geh developer,1,negative,ti gk otp mulu bgsd benerin geh developer,41
Makin si update malah makin jelek! Notifnya suka ga muncul. Tolonglah dibenerin. Balikin Twitter kaya dulu lagi,1,negative,si update jelek notifnya suka ga muncul tolong dibenerin balikin twitter kaya,77
"Buruk,lambat dan jelek",1,negative,buruk lambat jelek,18
Berita nya mantap,3,neutral,berita nya mantap,17
Rekomendasi banget buat kalian ingin ber sosmed tan di aplikasi Twitter ini,5,positive,rekomendasi banget ber sosmed tan aplikasi twitter,50
Gak bisa login sialan kode Verifikasi gak kekirim ke sms,1,negative,gak login sial kode verifikasi gak kirim sms,44
Kenapa akun saya ditangguhkan serta foto profil dan nama di twitt saya berubah. Tolong bagian support sistem tanggapi ke email saya,1,negative,akun tangguh foto profil nama twitt ubah tolong support sistem tanggap email,76
"auto refreshnya nganggu bgt, klo pake emoji twitter jg cm smpe bbrp hari pdhl msih dipake dipengaturan😕",2,negative,auto refreshnya nganggu bgt klo pake emoji twitter jg cm smpe bbrp pdhl msih dipake atur,88
Twiterrr mantapppp,5,positive,twiterr mantapp,15
I can't enter the phone number even though the number is still active!!!!!!!!,1,negative,i can t enter the phone number even though the number is still active,69
Tiap download dicoba brp kali gabisa login,1,negative,download coba brp kali gabisa login,35
Were back,1,negative,were back,9
Kebanyakan plastique mohon ban plastique baru ku kasih bintang full... Nyari apa apa pasti ada BTS si plastik,1,negative,banyak plastique mohon ban plastique ku kasih bintang full nyari bts si plastik,79
enteh kadang kadang enteh,5,positive,enteh kadang kadang enteh,25
"Sangat bermanfaat untuk komunikasi , silaturahim , di era milenium .",5,positive,manfaat komunikasi silaturahim era milenium,43
Banyak pengalaman menarik dalam Twitter.,5,positive,alam tarik twitter,18
"Untuk fitur udah cukup ok!!, tapi napa sekarang buat login kok susah??. Padahal sinyal di sini stabil (JKT). Tapi waktu login,gk bisa langsung konek..butuh 3x,kadang sampai 7x login baru bisa terkonek.. padahal aku udh join dari 2009 lalu. Tolong di tingkatkan lagi kwalitas pelayanannya.",1,negative,fitur udah ok napa login susah sinyal stabil jkt login gk langsung konek butuh x kadang x login terkonek udh join tolong tingkat kwalitas layan,143
Di update BKN y makin bagus malah tmbh lemot Thai lah,1,negative,update bkn y bagus tmbh lot thai,32
Kemaren sempat uninstall.. Sekarang instal ulang malah ga bisa masuk masuk.. Nasib dah,1,negative,kemaren uninstall instal ulang ga masuk masuk nasib dah,55
Aplikasi bagus karena aku search mamiloma02 Bandar narkoba ❌ Bandar bokep✔️,5,positive,aplikasi bagus search mamiloma bandar narkoba bandar bokep,58
IDONESIA BANGKIT 2024 JAYA DAN SEJAHTRA,2,negative,idonesia bangkit jaya sejahtra,30
Setelah apaknya diupdate bukan tambah bagus malah tambah lemot. Mau buka foto aja mesti nunggu lama. Untung klo nunggu kebuka fotonya. Inimah kaga. Mesti keluar masuk apk terus supaya kebuka,1,negative,apak diupdate bagus lot buka foto aja mesti nunggu untung klo nunggu buka foto inimah kaga mesti masuk apk buka,111
vidio bokep ny jelek,1,negative,vidio bokep ny jelek,20
kok sekarang Twitter hrus sering drefresh ya..kotam dm juga susah bgt..lebih bagus sblm di update,2,negative,twitter hrus drefresh ya kotam dm susah bgt bagus sblm update,61
Yj🥺😭🥸❄️😭🥺🤍🥺🤍❄️😭❄️😭🥸🤍❄️❄️🤍❄️🤍🤍❄️🤍❄️🤍❄️❄️🤍🤍❄️❄️😭❄️😭❄️😭❄️😭❄️😭🥸😭❄️😵🥸😵🥸😳😳🥸⚪🙂😵😣😑💭🙂🥸🥺😳💅🥸😘❄️😭❄️🙂🩹☺️😳😭❄️😑😘😵😑💭🥸😑💭😳😭🥸😑⚪😘💯😣🩹😭💭☺️❄️🌀💀😆🥶🌀💗💛🌺☺️🪱💛🍥☺️🪱💯💭🩹😵☺️❄️💯😑🩹☺️❄️🥲😠🥺😘💯😵😑⚪😘❄️🩹⚪🥲🥸🩹💯🥲☺️🥲💯⚪😘❄️😑⚪😭🥸😑⚪😑😭❄️😳💛😣💛🥺💛😣🌀😣💭😣🤍😣💭😣⚪🤍🥺💭🥺💭🥺🥺😭🥺⚪🥺⚪🥺⚪🩹⚪🩹⚪🩹💭🩹💭🩹🤍😆💀🪱🪱💀🪱🌀😆🤍🥺🤍🥺💭🩹💭🩹🩹💭🩹💭🩹💭🩹💭🩹💭🩹💭🩹💭🩹💭🩹💭🩹🩹💭🩹💭🩹🩹💭💭🩹💭🩹🩹💭🩹💭🩹💭🩹💭🩹💭🩹💭🩹🩹💭🩹💭🩹?,5,positive,yj,2
Aplikasi nya B aja sih,3,neutral,aplikasi nya b aja sih,22
Thanks Twitter!! My like now 42!! :),5,positive,thanks twitter my like now,26
Coba dulu deh bagus gak .!,1,negative,coba deh bagus gak,18
Janc0k. Di suruh login terus disuruh ganti password mulu j3mbut,1,negative,janck suruh login suruh ganti password mulu jmbut,49
Auto refreshnya bikin kesel aseli,4,positive,auto refreshnya bikin kesel aseli,33
Mungkin karena kegaptekan saya. Tapi mohon dipermudah kalo ada vote gitu misal udah dikasih linknya tinggal klik tombol vote saja.. Kok saya pernah mau vote udah dikasih link malah tambah bingung.,4,positive,kegaptekan mohon mudah kalo vote gitu udah kasih linknya tinggal klik tombol vote vote udah kasih link bingung,110
"Sangat menyenangkan,sekaligus bisa mencari info bmkg sekarang",5,positive,senang cari info bmkg,21
Gausah ada twitter circle lah,1,negative,gausah twitter circle,21
Baguse,5,positive,baguse,6
Laggy,1,negative,laggy,5
Thankyo,5,positive,thankyo,7
di update bkn nya makin bagus malah makin jelek parah.,1,negative,update bkn nya bagus jelek parah,32
Tpi susah masuk ribet bnget,5,positive,tpi susah masuk ribet bnget,27
Saya uninstal twitter karena selalu muncul notifikasi vulgar. Dan itu sangat mengganggu sekali,1,negative,uninstal twitter muncul notifikasi vulgar ganggu,48
"Tampilan tambah akun twiter atau beralih akun twiter itu bagus yang dulu.Aku harap kalian nambahin fitur yang kayak di instagram sama di tik tok di mana postingan bisa diarsipkan,jadi kita gak perlu hapus twett kita.Fitur dm juga aku harap kalian bisa bikin kayak whataap sama telegram yang bisa di Tarik-tarik itu,jadi kita gak perlu tangkap layar buat membalas pesannya.",4,positive,tampil akun twiter alih akun twiter bagus harap nambahin fitur kayak instagram tik tok postingan arsip gak hapus twett fitur dm harap bikin kayak whataap telegram tarik tarik gak tangkap layar balas pesan,204
Jelek bangat,4,positive,jelek bangat,12
"I dont like the new notification style . Can it change it back to the previous one ?,especially for tweet and retweet,it feel odd and icky .",4,positive,i dont like the new notification style can it change it back to the previous one especially for tweet and retweet it feel odd and icky,134
Sekarang agak merepotkan... Agak lambat sementara internet bagus,4,positive,repot lambat internet bagus,27
Gak jelas banget twiter makin kesini makin kesana,1,negative,gak banget twiter kesini kesana,31
Oke...good apk..👍,5,positive,oke good apk,12
Thanks for Twitter ❤️❤️❤️❤️ aku bisa tau lebih cepet dan lebih luas tentang para bujang2 ku,5,positive,thanks for twitter tau cepet luas bujang ku,43
d coba dlu tr kasih lg,2,negative,d coba dlu tr kasih lg,22
aplikasi Tolol GK bisa Bikin Akun,1,negative,aplikasi tolol gk bikin akun,28
Sangat bagus krena sinyal nya lokasi nya kurang bagus,5,positive,bagus krena sinyal nya lokasi nya bagus,39
"parah sih, abis update nglag parah, dm gada notif tiba² kebaca sendiri, gmna deh balikin aja ke semula",1,negative,parah sih abis update nglag parah dm gada notif tiba baca gmna deh balikin aja,78
Ada apa sama Twitter...? Koq tidak bisa memperbaharui tweet...?? Apa perlu diupdate instal nya...??,2,negative,twitter koq baharu tweet diupdate instal nya,44
Susah buatttttttt login masuk pdhl kuota full,1,negative,susah buatt login masuk pdhl kuota full,39
Sumpah lemot ini twitter,1,negative,sumpah lot twitter,18
"aplikasi ga berguna ,akun saya malah ilang ,gimana sih",1,negative,aplikasi ga guna akun ilang gimana sih,38
"Twitter sekarang lemot, padahal koneksi bagus",1,negative,twitter lot koneksi bagus,25
Aplikasinya sangat bagus sekali dan cepat gk muda lelet pokonya bangus banget deh 👍👍,5,positive,aplikasi bagus cepat gk muda lelet poko bangus banget deh,57
"Ini kenapa yaa sesudah di upgrade kok akun saya jadi hilang, dan saya disuruh buat akun baru?",5,positive,yaa upgrade akun hilang suruh akun,34
Gurup firal,5,positive,gurup firal,11
Kebanyakan update tapi ga menyelesaikan masalah apa apa,1,negative,banyak update ga selesai,24
"Alhamdulillah.. Aplikasi yang selalu update kondisi terkini.. Bermanfaat, insyaa Alloh. Makasih.",5,positive,alhamdulillah aplikasi update kondisi kini manfaat insyaa alloh makasih,71
Jelek banget update terbaru dm nya jadi gede gitu,1,negative,jelek banget update baru dm nya gede gitu,41
Bagus banget makasih Twitter,5,positive,bagus banget makasih twitter,28
Ga tawu,5,positive,ga tawu,7
Gw kasih rating satu karena saat verifikasi telepon tidak menerima padahal no telp masih aktif dan ketika sudah berkali kali kirim ulang kode malah no telp limit juga kena email. Tolong perbaiki Sistem login kalian supaya bisa mendapat pengalaman user baru untuk bermain twitter,1,negative,gw kasih rating verifikasi telepon terima no telp aktif kali kali kirim ulang kode no telp limit kena email tolong baik sistem login alam user main twitter,155
"Twitter sekarang jadi BLOON!!!!!!, Udah diupdate eeh jadi makin BLEGUG!!!!!!",1,negative,twitter bloon udah diupdate eeh blegug,38
"setelah update, notifnya selalu g muncul",1,negative,update notifnya g muncul,24
"Aplikasi konyol, verifikasi nomor aja gak bisa 👎",1,negative,aplikasi konyol verifikasi nomor aja gak,40
bagus dan sangat bermafaat mengenai informasi,5,positive,bagus bermafaat informasi,25
ponaantosiappl,5,positive,ponaantosiappl,14
"Tidak bisa refresh timeline, tolong diperbaiki. Terima kasih",1,negative,refresh timeline tolong baik terima kasih,41
